time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s)
13,-0.041,0.0063,1.1001,79.0405,5.5542,44.3115
13.005,-0.0342,-0.0088,1.0107,79.7729,6.7749,42.8467
13.01,-0.0313,-0.0176,0.9038,79.0405,7.3242,41.1987
13.015,-0.0303,-0.0273,0.8091,76.4771,8.1787,39.7949
13.02,-0.0171,-0.0249,0.7104,72.5098,7.9956,38.3301
13.025,-0.02,-0.0117,0.603,66.6504,5.6763,36.6821
13.03,-0.0127,-0.0015,0.5103,60.1196,1.9531,35.0342
13.035,-0.0283,0.0029,0.4272,52.5513,-3.54,32.4097
13.04,-0.0039,0.0234,0.3716,44.4946,-10.0708,31.4941
13.045,0.002,0.0371,0.354,35.0952,-16.2354,29.3579
13.05,0.0015,0.0537,0.3867,25.6958,-19.6533,27.832
13.055,0.0029,0.0498,0.4463,17.0288,-22.8882,26.1841
13.06,0.0083,0.019,0.5371,10.1929,-25.9399,24.6582
13.065,0.0181,-0.0405,0.627,5.4932,-24.9634,23.7427
13.07,0.019,-0.0923,0.6797,2.0752,-22.3389,23.3154
13.075,0.0215,-0.1123,0.7173,0.7935,-20.874,23.1323
13.08,0.0469,-0.1021,0.7412,1.4038,-19.043,22.644
13.085,0.0713,-0.0771,0.7339,2.5635,-16.3574,21.4844
13.09,0.085,-0.063,0.7095,4.4556,-15.5029,20.0195
13.095,0.1016,-0.0552,0.6865,7.0801,-16.2354,17.8223
13.1,0.1011,-0.0254,0.6333,8.9111,-17.9443,15.8081
13.105,0.1216,-0.0488,0.6226,11.4746,-19.4092,13.3667
13.11,0.1206,-0.062,0.5908,13.4277,-20.1416,11.7188
13.115,0.1201,-0.0767,0.5596,14.8926,-22.583,10.376
13.12,0.1318,-0.0854,0.5308,16.6626,-25.3296,9.2773
13.125,0.1489,-0.0854,0.4946,17.5781,-27.832,7.6294
13.13,0.1602,-0.0933,0.4624,18.0054,-29.48,5.6152
13.135,0.166,-0.0977,0.4302,17.7612,-31.6772,3.1128
13.14,0.1694,-0.1099,0.4126,16.8457,-35.0342,0.6714
13.145,0.1646,-0.0962,0.4077,15.8081,-38.3911,-2.3193
13.15,0.1646,-0.0684,0.4209,15.2588,-41.4429,-4.5166
13.155,0.1694,-0.0859,0.4507,15.1978,-43.7012,-6.2256
13.16,0.1567,-0.1055,0.4546,15.564,-46.3867,-7.8125
13.165,0.1563,-0.1318,0.4834,15.9302,-50.5371,-9.3384
13.17,0.1636,-0.1548,0.5161,17.2119,-50.9033,-10.5591
13.175,0.1626,-0.167,0.5425,17.9443,-50.354,-11.5967
13.18,0.168,-0.1689,0.5674,20.2637,-50.8423,-12.7563
13.185,0.1821,-0.1611,0.5894,22.8882,-50.4761,-14.4653
13.19,0.1904,-0.1538,0.5967,25.3296,-48.5229,-16.8457
13.195,0.1978,-0.1484,0.6108,27.8931,-45.4102,-19.6533
13.2,0.1885,-0.1475,0.606,31.0059,-42.7856,-22.644
13.205,0.1851,-0.1479,0.6089,34.729,-41.0767,-25.2686
13.21,0.1704,-0.1416,0.6006,38.4521,-39.2456,-28.0762
13.215,0.147,-0.1313,0.583,42.2363,-37.5977,-29.9683
13.22,0.1211,-0.125,0.5601,46.1426,-36.9263,-31.3721
13.225,0.0957,-0.1182,0.5513,50.0488,-36.9263,-31.8604
13.23,0.0732,-0.1167,0.5454,53.6499,-36.8042,-31.1279
13.235,0.0547,-0.1187,0.5435,57.4341,-37.2925,-29.9072
13.24,0.0342,-0.1245,0.5322,61.0962,-38.0249,-27.2827
13.245,0.0215,-0.1245,0.5122,64.5142,-38.5132,-24.4141
13.25,0.0142,-0.1206,0.4961,67.0776,-39.0015,-20.6909
13.255,0.0171,-0.1069,0.4819,69.519,-39.1235,-16.4185
13.26,0.022,-0.0957,0.4639,71.167,-39.3677,-12.2681
13.265,0.0337,-0.0869,0.4419,72.5708,-40.1001,-8.5449
13.27,0.0483,-0.0913,0.4214,72.7539,-39.7949,-4.7607
13.275,0.062,-0.1016,0.4038,71.8994,-38.7573,-1.6479
13.28,0.0771,-0.0981,0.3877,70.0684,-37.2314,1.8921
13.285,0.0952,-0.0898,0.374,67.0166,-35.7056,4.8828
13.29,0.1201,-0.0728,0.355,63.2935,-34.5459,7.4463
13.295,0.1348,-0.0518,0.335,59.021,-33.4473,8.9111
13.3,0.1484,-0.0269,0.3159,54.6875,-33.3252,9.5825
13.305,0.1538,-0.0078,0.3062,50.2319,-33.8745,9.7656
13.31,0.1606,0.0024,0.3159,45.8984,-34.1797,9.7656
13.315,0.1636,0.0181,0.3394,41.8091,-34.4238,9.9487
13.32,0.1699,0.0322,0.3745,38.208,-34.2407,10.2539
13.325,0.1714,0.0347,0.4058,34.79,-33.2642,10.9253
13.33,0.1758,0.0439,0.4355,31.4941,-31.25,11.7798
13.335,0.1865,0.0527,0.4565,28.2593,-27.8931,12.8784
13.34,0.1943,0.0601,0.4702,24.292,-23.5596,13.9771
13.345,0.209,0.0781,0.4893,20.0806,-18.8599,15.1978
13.35,0.229,0.1016,0.5034,15.3809,-13.6108,15.686
13.355,0.2461,0.125,0.5161,10.8643,-8.1177,16.2964
13.36,0.2534,0.144,0.5313,6.1646,-2.9297,16.7236
13.365,0.2646,0.1519,0.5439,1.8921,1.2207,17.0288
13.37,0.2729,0.1509,0.561,-1.709,4.8218,17.7002
13.375,0.2866,0.1426,0.5771,-4.7607,7.9346,18.6768
13.38,0.2925,0.1362,0.5869,-7.3853,10.3149,18.8599
13.385,0.3052,0.1567,0.585,-9.5825,10.0708,18.4326
13.39,0.3232,0.1802,0.5898,-11.4746,8.667,18.0664
13.395,0.3384,0.2002,0.5835,-13.855,7.8735,17.5171
13.4,0.3428,0.2109,0.5854,-16.4795,5.6763,16.0522
13.405,0.3447,0.2124,0.5918,-17.8833,2.0142,14.2822
13.41,0.3447,0.207,0.6069,-19.104,-2.2583,11.7798
13.415,0.3481,0.1982,0.6401,-19.7144,-5.6763,9.5215
13.42,0.3398,0.1841,0.6797,-20.1416,-7.5684,7.7515
13.425,0.3276,0.1787,0.7188,-20.5078,-8.3008,6.2866
13.43,0.3213,0.1855,0.751,-20.6909,-8.0566,5.7983
13.435,0.3188,0.2046,0.75,-21.1182,-7.6294,5.6763
13.44,0.3159,0.2246,0.7354,-22.0337,-7.5073,5.6763
13.445,0.3135,0.2329,0.7173,-23.5596,-7.6904,5.5542
13.45,0.313,0.2329,0.7075,-25.2686,-8.4839,5.3711
13.455,0.3105,0.2334,0.7056,-27.1606,-10.2539,5.188
13.46,0.3159,0.2363,0.7241,-29.1138,-13.4888,5.0659
13.465,0.3291,0.2363,0.7559,-30.3345,-16.9678,4.6387
13.47,0.3418,0.231,0.7915,-31.189,-19.8975,4.2114
13.475,0.3535,0.2163,0.834,-30.7617,-22.1558,3.1738
13.48,0.3662,0.2061,0.8809,-30.2124,-23.9868,1.709
13.485,0.3794,0.2104,0.9282,-28.9307,-24.1089,-0.1831
13.49,0.3867,0.2104,0.9658,-28.0151,-22.7051,-2.3193
13.495,0.3892,0.2114,0.9976,-27.1606,-19.7144,-4.9438
13.5,0.3833,0.2036,1.0215,-26.1841,-15.1367,-7.0801
13.505,0.374,0.1919,1.0313,-25.5127,-10.2539,-9.5215
13.51,0.3594,0.1895,1.0225,-24.1699,-5.3711,-11.5356
13.515,0.3389,0.189,0.9976,-23.4375,-1.1597,-13.855
13.52,0.3184,0.2002,0.9731,-23.0103,1.8921,-15.4419
13.525,0.2925,0.2085,0.9458,-22.2168,3.418,-16.7847
13.53,0.2676,0.2085,0.9316,-21.4844,3.6011,-17.7612
13.535,0.2358,0.2031,0.9106,-20.4468,2.0142,-17.8833
13.54,0.2139,0.2017,0.9014,-18.7378,-1.0376,-17.334
13.545,0.1978,0.1973,0.9072,-17.2729,-4.3945,-16.0522
13.55,0.1851,0.1851,0.9136,-15.564,-7.7515,-13.855
13.555,0.1729,0.1704,0.9146,-14.0991,-11.5967,-11.2915
13.56,0.1719,0.1543,0.9263,-13.0005,-15.3198,-8.0566
13.565,0.1782,0.144,0.9438,-12.2681,-17.2729,-4.3945
13.57,0.1904,0.1318,0.9619,-11.7798,-18.4937,-0.6104
13.575,0.2075,0.1152,0.979,-11.1694,-19.165,2.8076
13.58,0.2285,0.1152,0.9971,-10.9863,-18.9819,6.1646
13.585,0.2563,0.1294,1.0098,-10.8643,-17.5781,8.728
13.59,0.2813,0.145,1.0215,-10.9253,-15.0757,10.376
13.595,0.3042,0.1665,1.0303,-11.1694,-12.207,11.3525
13.6,0.3237,0.188,1.0298,-11.2915,-9.0332,11.4136
13.605,0.3394,0.1992,1.0342,-11.6577,-5.249,10.9863
13.61,0.3472,0.2124,1.0327,-11.7798,-1.0986,10.2539
13.615,0.3555,0.2266,1.0405,-11.4746,2.0142,8.606
13.62,0.356,0.2451,1.0342,-11.2915,4.6387,7.2021
13.625,0.3608,0.2603,1.041,-10.6201,6.8359,5.3711
13.63,0.3589,0.2573,1.043,-9.7046,8.728,3.9063
13.635,0.353,0.2515,1.0342,-8.3618,9.0942,2.1973
13.64,0.3486,0.2363,1.0278,-6.2256,8.2397,0.9766
13.645,0.3486,0.2246,1.0229,-4.6997,7.2021,-0.4272
13.65,0.3442,0.2144,1.0176,-2.6855,5.7983,-1.8921
13.655,0.3354,0.2031,1.0083,-1.2817,3.9673,-3.0518
13.66,0.3306,0.1958,1.0039,-0.061,2.3193,-3.9673
13.665,0.3242,0.187,0.9951,0.7324,0.9766,-4.3335
13.67,0.3169,0.1802,0.9824,1.0376,-0.061,-4.5166
13.675,0.3135,0.1826,0.9736,0.8545,-0.9766,-4.2725
13.68,0.3135,0.1929,0.9634,0.3662,-1.8311,-4.1504
13.685,0.3115,0.2007,0.958,-0.1221,-2.9297,-4.0283
13.69,0.3101,0.2075,0.9541,-1.0376,-3.7842,-3.7231
13.695,0.3076,0.2124,0.9634,-1.6479,-5.249,-4.0894
13.7,0.3105,0.2085,0.9741,-1.9531,-7.019,-4.2725
13.705,0.313,0.208,0.9854,-2.3804,-8.667,-4.6997
13.71,0.3198,0.2075,1.0068,-1.4648,-10.498,-5.0049
13.715,0.3271,0.2144,1.0166,-0.3662,-12.6343,-5.7983
13.72,0.3369,0.2109,1.0366,0.8545,-14.3433,-6.958
13.725,0.3398,0.1992,1.0522,1.77,-15.2588,-7.7515
13.73,0.3423,0.188,1.0732,3.1128,-15.5029,-8.606
13.735,0.3467,0.1904,1.0854,4.4556,-15.3809,-8.8501
13.74,0.3516,0.1748,1.0942,5.7373,-15.1367,-8.9722
13.745,0.3608,0.1602,1.1045,6.4087,-13.4888,-8.9111
13.75,0.3613,0.1431,1.1084,7.6904,-11.2305,-8.606
13.755,0.3677,0.1348,1.106,8.4839,-8.4839,-7.8125
13.76,0.3784,0.1401,1.0991,8.4839,-5.7373,-6.897
13.765,0.3906,0.1597,1.0806,8.1177,-3.7842,-5.6763
13.77,0.4111,0.1885,1.0723,8.3008,-3.418,-4.8218
13.775,0.4341,0.2085,1.0674,8.606,-3.9063,-4.6997
13.78,0.459,0.207,1.084,9.4604,-4.6387,-5.0659
13.785,0.4854,0.1973,1.123,10.9863,-5.0049,-5.8594
13.79,0.5059,0.1982,1.1572,12.9395,-5.5542,-6.7139
13.795,0.5361,0.21,1.1953,14.9536,-6.0425,-7.9956
13.8,0.5718,0.2192,1.2383,17.7612,-4.4556,-9.5215
13.805,0.6011,0.2163,1.2661,21.2402,-1.5869,-11.3525
13.81,0.6235,0.2056,1.2876,25.0244,0.5493,-14.0991
13.815,0.6572,0.1978,1.3115,28.9307,3.7842,-16.6626
13.82,0.6851,0.21,1.3198,33.1421,7.9346,-19.6533
13.825,0.7085,0.2134,1.311,37.4756,11.8408,-23.1934
13.83,0.7241,0.2119,1.2935,41.2598,15.3809,-26.7334
13.835,0.7305,0.1914,1.2749,44.4946,19.8975,-29.9683
13.84,0.7368,0.1699,1.2388,46.9971,24.4751,-32.5928
13.845,0.7368,0.1514,1.2021,48.4619,28.0762,-34.79
13.85,0.7383,0.1343,1.1523,49.1333,30.3955,-36.7432
13.855,0.7383,0.1133,1.0957,49.4995,31.9214,-38.0859
13.86,0.7349,0.0918,1.0313,49.2554,31.7993,-39.7339
13.865,0.7324,0.0874,0.9775,48.8281,29.48,-41.2598
13.87,0.7334,0.083,0.9443,47.8516,27.1606,-42.6636
13.875,0.7285,0.0806,0.9238,46.6919,25.0244,-43.8843
13.88,0.7275,0.0796,0.9146,45.4102,22.583,-44.5557
13.885,0.7256,0.0786,0.9087,43.7622,20.6909,-45.4712
13.89,0.7349,0.085,0.9106,42.1753,20.1416,-46.2036
13.895,0.7432,0.1074,0.9043,40.5273,20.874,-47.1191
13.9,0.7515,0.1309,0.895,38.5132,21.6064,-48.2178
13.905,0.7607,0.1392,0.894,37.0483,22.644,-49.7437
13.91,0.7617,0.1323,0.8838,36.1328,24.231,-51.6357
13.915,0.7646,0.1211,0.8677,35.5225,25.5127,-53.894
13.92,0.7656,0.126,0.8379,35.4004,26.5503,-56.9458
13.925,0.7568,0.1323,0.8018,34.9121,26.8555,-59.9365
13.93,0.7524,0.1401,0.7578,34.1797,27.0996,-63.5986
13.935,0.7383,0.1436,0.7153,33.1421,26.7944,-67.0776
13.94,0.7144,0.1362,0.6646,31.311,25.8179,-70.3735
13.945,0.6909,0.123,0.6147,29.2969,23.8647,-73.9746
13.95,0.6572,0.1113,0.5669,26.4282,21.2402,-76.9653
13.955,0.6255,0.105,0.5244,23.3154,18.1274,-79.7729
13.96,0.5952,0.1074,0.4858,20.1416,13.9771,-81.9092
13.965,0.561,0.1138,0.4521,16.5405,8.9111,-83.9233
13.97,0.5332,0.1206,0.4297,12.7563,2.9907,-85.4492
13.975,0.5024,0.126,0.4189,9.1553,-4.0283,-86.792
13.98,0.4727,0.1167,0.4233,6.0425,-11.2305,-88.0127
13.985,0.4478,0.1094,0.4326,4.1504,-18.8599,-88.9893
13.99,0.4253,0.1099,0.436,2.9297,-27.5879,-90.1489
13.995,0.4028,0.1235,0.4419,2.1362,-36.438,-90.9424
14,0.3857,0.1313,0.4424,1.4038,-44.9219,-91.98
14.005,0.3672,0.1328,0.4482,0.7324,-52.3682,-92.8955
14.01,0.3457,0.1421,0.4614,0.2441,-59.8145,-93.9941
14.015,0.3311,0.1411,0.4741,0,-66.4673,-94.7266
14.02,0.3154,0.1392,0.4819,0,-72.3267,-95.6421
14.025,0.2988,0.1411,0.4814,-0.1831,-77.9419,-96.3135
14.03,0.2808,0.1416,0.499,-0.3052,-81.543,-97.0459
14.035,0.269,0.1201,0.5059,-1.0986,-84.5337,-98.2666
14.04,0.2378,0.1206,0.4893,-1.5259,-87.7686,-99.1211
14.045,0.2163,0.1177,0.4829,-1.8921,-90.0269,-99.8535
14.05,0.1885,0.1147,0.4829,-2.3193,-90.6982,-99.2432
14.055,0.1587,0.1245,0.4775,-4.8828,-90.8813,-99.3042
14.06,0.1362,0.1201,0.5029,-6.4697,-88.1348,-99.1211
14.065,0.0967,0.1489,0.4985,-7.0801,-86.9141,-98.7549
14.07,0.0713,0.1665,0.499,-9.0332,-87.5854,-98.0835
14.075,0.0542,0.1641,0.5059,-10.9863,-84.1675,-97.4121
14.08,0.0186,0.1436,0.5098,-12.7563,-79.1016,-95.9473
14.085,-0.0195,0.1294,0.5049,-14.1602,-76.7822,-94.9097
14.09,-0.043,0.1128,0.5161,-14.7705,-74.646,-93.1396
14.095,-0.0703,0.1035,0.5161,-15.4419,-70.8618,-91.1865
14.1,-0.1021,0.0884,0.5186,-15.8081,-66.7114,-89.1113
14.105,-0.1333,0.0796,0.5137,-15.8081,-63.7207,-86.4868
14.11,-0.1616,0.082,0.5103,-15.0757,-61.2793,-83.374
14.115,-0.1812,0.0942,0.5024,-13.916,-58.4106,-80.4443
14.12,-0.1953,0.1118,0.4814,-13.1226,-55.7251,-77.3926
14.125,-0.2222,0.126,0.4531,-12.2681,-53.5889,-73.6694
14.13,-0.2393,0.1426,0.4312,-11.9629,-52.124,-70.3735
14.135,-0.2578,0.145,0.4102,-12.0239,-50.293,-66.7114
14.14,-0.2793,0.1475,0.3901,-12.3291,-48.5229,-63.4155
14.145,-0.3008,0.1382,0.3799,-13.0005,-47.5464,-60.0586
14.15,-0.3159,0.1128,0.3799,-13.916,-45.8984,-56.6406
14.155,-0.334,0.0898,0.3755,-14.9536,-43.6401,-52.9175
14.16,-0.3511,0.0586,0.3677,-16.2354,-41.3818,-49.1333
14.165,-0.3638,0.041,0.3579,-17.8833,-39.3677,-45.3491
14.17,-0.3765,0.0308,0.335,-19.5923,-37.1704,-41.5649
14.175,-0.3857,0.04,0.3105,-22.1558,-36.0107,-37.7808
14.18,-0.3999,0.0415,0.2915,-25.4517,-34.668,-34.1187
14.185,-0.4204,0.022,0.2813,-29.0527,-33.5083,-29.8462
14.19,-0.437,-0.0015,0.2778,-32.5928,-32.7759,-25.1465
14.195,-0.4497,-0.0195,0.2759,-35.7056,-32.6538,-20.2637
14.2,-0.4648,-0.0205,0.2817,-37.9639,-33.6304,-15.3809
14.205,-0.4668,-0.0146,0.2939,-40.4053,-33.9966,-10.9863
14.21,-0.478,-0.0054,0.3125,-43.1519,-33.5083,-6.6528
14.215,-0.4834,-0.0024,0.3423,-46.5088,-31.5552,-2.0142
14.22,-0.502,-0.0098,0.3501,-50.7202,-25.6958,3.1738
14.225,-0.5093,-0.0215,0.3882,-54.9316,-22.8271,8.9722
14.23,-0.5059,-0.0361,0.4082,-59.5093,-18.1885,14.9536
14.235,-0.4927,-0.0444,0.4175,-64.5752,-11.5967,21.1182
14.24,-0.4932,-0.0518,0.4063,-69.1528,-6.0425,27.2217
14.245,-0.4858,-0.0537,0.375,-73.4253,-3.2349,32.2876
14.25,-0.4761,-0.0552,0.3599,-78.064,-2.3193,36.6821
14.255,-0.4639,-0.0591,0.3545,-82.9468,-1.5259,40.8325
14.26,-0.46,-0.0557,0.3628,-88.3179,-1.5259,44.3726
14.265,-0.4663,-0.0762,0.3691,-90.21,-2.3193,47.4243
14.27,-0.4722,-0.0825,0.3911,-94.7876,-7.5684,50.6592
14.275,-0.46,-0.1006,0.4399,-96.2524,-9.3384,54.0771
14.28,-0.4731,-0.0649,0.4487,-98.5718,-12.9395,57.373
14.285,-0.4692,-0.0464,0.4956,-100.3418,-18.4326,59.9365
14.29,-0.4702,-0.0288,0.541,-101.8066,-22.8271,63.1104
14.295,-0.4741,-0.0415,0.6177,-103.6377,-25.7568,66.4063
14.3,-0.4897,-0.0679,0.6831,-104.9805,-27.4048,69.8242
14.305,-0.4966,-0.0801,0.7539,-105.957,-30.1514,73.9746
14.31,-0.481,-0.0825,0.8481,-106.7505,-31.0669,78.9185
14.315,-0.4648,-0.0938,0.9312,-107.666,-27.771,83.8623
14.32,-0.4629,-0.1167,0.9932,-108.1543,-24.8413,88.2568
14.325,-0.4541,-0.1392,1.0527,-107.9102,-23.1323,91.9189
14.33,-0.437,-0.1533,1.1123,-107.1777,-21.6675,95.0928
14.335,-0.4248,-0.1377,1.1636,-104.9805,-20.2026,97.3511
14.34,-0.4146,-0.1147,1.2065,-101.3794,-20.2026,98.5718
14.345,-0.4111,-0.0967,1.2573,-97.5342,-22.0947,98.877
14.35,-0.4053,-0.1099,1.3467,-93.0176,-23.7427,98.2056
14.355,-0.4053,-0.1338,1.4487,-86.6699,-25.2075,97.229
14.36,-0.4072,-0.1489,1.5581,-78.8574,-26.123,95.8252
14.365,-0.3965,-0.1377,1.6626,-69.7021,-27.2827,94.5435
14.37,-0.3999,-0.1421,1.7734,-60.9741,-23.7427,93.8721
14.375,-0.3975,-0.1587,1.9121,-50.9644,-17.4561,94.1162
14.38,-0.3999,-0.1494,2.0171,-39.7949,-10.3149,95.7642
14.385,-0.3838,-0.1152,2.1094,-28.3203,0.1831,98.2056
14.39,-0.3696,-0.0781,2.1694,-18.3716,14.2822,101.1963
14.395,-0.3599,-0.0518,2.2173,-8.9722,29.6631,104.6753
14.4,-0.3472,-0.0601,2.2354,0.7935,44.6777,108.7646
14.405,-0.3315,-0.0972,2.209,10.8032,58.8989,112.1216
14.41,-0.3198,-0.1108,2.1216,20.3857,70.6177,114.2578
14.415,-0.2954,-0.0942,2.0127,28.3203,78.9795,117.3706
14.42,-0.2822,-0.0732,1.9136,34.4849,84.4116,118.6523
14.425,-0.2593,-0.0815,1.8452,39.2456,88.6841,119.0796
14.43,-0.2754,-0.1191,1.7612,43.0908,89.5386,119.2017
14.435,-0.2715,-0.146,1.7021,45.9595,87.7686,119.4458
14.44,-0.2676,-0.1367,1.6587,47.9736,86.731,119.9341
14.445,-0.2871,-0.0977,1.5825,47.0581,85.8154,121.1548
14.45,-0.3037,-0.0488,1.5361,42.7856,84.2896,124.0234
14.455,-0.3066,-0.0337,1.5464,36.1328,84.2896,128.418
14.46,-0.3066,-0.0742,1.5938,28.6865,87.5244,134.3384
14.465,-0.3076,-0.1367,1.6484,21.5454,91.1255,141.6016
14.47,-0.2822,-0.166,1.6934,15.686,95.0928,150.2686
14.475,-0.2378,-0.1572,1.7319,9.5825,100.5249,159.2407
14.48,-0.1772,-0.1265,1.7549,3.54,106.9336,167.7246
14.485,-0.1147,-0.127,1.7866,-0.7935,111.9995,174.6826
14.49,-0.0459,-0.1401,1.8022,-2.8687,115.2954,180.3589
14.495,0.02,-0.1274,1.7783,-2.0142,115.6616,184.1431
14.5,0.0874,-0.0732,1.7339,-0.3662,113.7085,185.1807
14.505,0.1499,-0.0444,1.7134,1.2817,110.2905,184.1431
14.51,0.1919,-0.0625,1.7061,4.6997,106.4453,182.373
14.515,0.2192,-0.0913,1.6948,9.9487,100.8301,179.9927
14.52,0.2563,-0.0972,1.6777,15.564,94.1162,177.3071
14.525,0.2881,-0.0923,1.6533,20.813,89.1724,174.3774
14.53,0.312,-0.0942,1.6162,25.2686,85.3882,171.875
14.535,0.3276,-0.1084,1.5742,28.8696,81.665,169.5557
14.54,0.3457,-0.1299,1.5278,31.3721,78.4302,168.0908
14.545,0.3662,-0.1445,1.4873,31.0059,75.9277,166.9922
14.55,0.375,-0.1846,1.4282,30.2734,75.4395,168.7012
14.555,0.4106,-0.1855,1.3496,28.5034,71.8384,169.3115
14.56,0.4546,-0.1353,1.3232,23.5596,71.7163,169.8608
14.565,0.5059,-0.1191,1.3462,17.0898,73.4253,170.5322
14.57,0.5518,-0.1235,1.3911,11.1084,76.2939,172.1802
14.575,0.6118,-0.1558,1.4351,5.6152,78.0029,173.4619
14.58,0.6606,-0.1802,1.4272,2.7466,82.2754,173.7671
14.585,0.7183,-0.1636,1.3984,-0.7935,84.4116,172.6685
14.59,0.7856,-0.1309,1.3789,-3.7231,86.4868,169.9829
14.595,0.8374,-0.0894,1.3477,-7.019,88.0737,165.2832
14.6,0.8872,-0.063,1.3535,-10.2539,89.9048,159.0576
14.605,0.9121,-0.064,1.3486,-12.085,92.5903,151.6113
14.61,0.9282,-0.0586,1.3579,-13.1836,93.3228,142.8833
14.615,0.9463,-0.082,1.3838,-13.2446,94.1162,133.4229
14.62,0.9453,-0.0684,1.3735,-11.1694,94.3604,123.5352
14.625,0.9209,-0.0713,1.3423,-8.8501,91.98,113.9526
14.63,0.8994,-0.0723,1.3252,-6.6528,87.8296,104.7363
14.635,0.8735,-0.103,1.3345,-3.479,83.1299,96.6187
14.64,0.8267,-0.1421,1.3325,1.1597,76.2329,89.2334
14.645,0.8042,-0.1758,1.3394,6.1646,67.688,83.6182
14.65,0.7856,-0.2104,1.3486,11.4136,59.5703,79.7119
14.655,0.7637,-0.2461,1.3311,16.9067,52.124,76.416
14.66,0.7607,-0.2388,1.3335,19.6533,44.4946,74.585
14.665,0.7705,-0.2588,1.3262,22.644,37.4146,73.6694
14.67,0.7822,-0.2739,1.2925,24.7803,30.2124,73.1201
14.675,0.8091,-0.2671,1.2539,25.7568,23.6206,72.8149
14.68,0.8364,-0.2446,1.1992,25.2686,17.395,72.3877
14.685,0.8784,-0.2261,1.1646,23.0103,11.9019,71.167
14.69,0.9116,-0.2197,1.1514,21.8506,6.6528,69.397
14.695,0.9443,-0.2192,1.1445,20.3247,0.8545,66.4673
14.7,0.98,-0.2095,1.1509,19.4702,-4.3335,62.1338
14.705,0.9678,-0.0884,1.146,19.165,-7.3242,54.9316
14.71,1.0493,-0.0908,1.168,17.2729,-7.3242,51.8188
14.715,1.063,-0.144,1.1992,16.1133,-6.4697,43.1519
14.72,1.0718,-0.1694,1.2148,15.8081,-5.9204,35.3394
14.725,1.0923,-0.1694,1.2222,15.9302,-4.4556,26.7334
14.73,1.104,-0.1396,1.2212,16.1133,-1.9531,17.334
14.735,1.1079,-0.1387,1.2207,16.9678,0.3052,7.4463
14.74,1.1001,-0.1606,1.2266,19.5923,2.1362,-2.1362
14.745,1.082,-0.1846,1.23,21.6675,3.7231,-12.085
14.75,1.0596,-0.1987,1.2319,24.8413,3.9063,-21.3623
14.755,1.041,-0.2129,1.2241,27.8931,3.479,-29.9072
14.76,1.019,-0.2407,1.2007,30.9448,3.7231,-37.5366
14.765,0.9912,-0.2754,1.1714,33.2031,2.9907,-44.5557
14.77,0.9639,-0.3115,1.1396,35.0952,1.9531,-49.9878
14.775,0.9282,-0.3174,1.0771,36.9873,-0.2441,-54.9927
14.78,0.918,-0.3481,1.0176,37.0483,-3.0518,-58.96
14.785,0.9004,-0.354,0.9438,35.4004,-4.8828,-62.7441
14.79,0.8794,-0.3555,0.8589,32.2266,-8.3618,-66.4063
14.795,0.8687,-0.3555,0.7964,27.2827,-12.6343,-69.6411
14.8,0.8564,-0.3428,0.752,20.6909,-16.1133,-72.998
14.805,0.8511,-0.3452,0.7798,12.3901,-19.043,-75.6226
14.81,0.8413,-0.3237,0.7793,6.5308,-22.0947,-78.7354
14.815,0.8359,-0.3281,0.771,1.77,-28.2593,-81.7871
14.82,0.8447,-0.3428,0.8022,-2.6855,-32.1655,-85.6934
14.825,0.8354,-0.3433,0.8535,-7.2632,-33.1421,-90.7593
14.83,0.8198,-0.3389,0.915,-9.9487,-36.377,-95.7642
14.835,0.8184,-0.3467,0.9873,-10.7422,-40.2832,-101.3184
14.84,0.8179,-0.355,1.0479,-10.0708,-41.1377,-107.1777
14.845,0.8013,-0.3672,1.0684,-8.4229,-40.7104,-113.2202
14.85,0.8618,-0.4365,1.0972,-7.2632,-40.1611,-127.5635
14.855,0.7559,-0.4268,1.1006,-5.4321,-41.687,-124.5117
14.86,0.7334,-0.4272,1.064,-4.1504,-43.2129,-129.3335
14.865,0.7163,-0.4292,1.0576,-2.1362,-43.6401,-133.667
14.87,0.6909,-0.4277,1.0156,-1.5259,-42.9688,-137.8784
14.875,0.6611,-0.4263,0.9595,-2.0752,-43.5791,-142.0288
14.88,0.6372,-0.4351,0.9165,-3.9063,-44.6777,-145.9961
14.885,0.6128,-0.4448,0.8799,-7.0801,-44.8608,-149.7192
14.89,0.5884,-0.4438,0.8501,-11.3525,-45.7764,-152.8931
14.895,0.5703,-0.4326,0.8467,-16.8457,-47.7295,-155.9448
14.9,0.5576,-0.4458,0.8511,-20.5688,-48.3398,-158.9966
14.905,0.5342,-0.4629,0.8535,-24.0479,-49.3164,-162.4146
14.91,0.5078,-0.4717,0.8579,-27.8931,-51.8188,-165.9546
14.915,0.479,-0.4648,0.8604,-31.9214,-54.6265,-169.4336
14.92,0.458,-0.4551,0.8921,-35.5225,-54.9927,-173.2788
14.925,0.4307,-0.4492,0.9385,-38.8794,-55.542,-177.124
14.93,0.3975,-0.4385,0.9888,-41.0767,-56.0913,-180.603
14.935,0.3647,-0.4268,1.0361,-41.9922,-56.5186,-183.7769
14.94,0.3335,-0.417,1.083,-42.0532,-55.542,-186.4624
14.945,0.2954,-0.4053,1.1182,-41.3818,-54.2603,-189.1479
